Model_series,Dual Sim,VoLTE,5G,Vo5G,Ram,Battery,Foldable Display,Dual Display,External_Memory,Price,company,Inbuilt_memory,fast_charging,Water Drop Notch,with Punch Hole,Processor_,No _of_Rear,No _of_Front,Primary_rear_camera,Primary_front_camera,Number_of_core,pixal_D,PPI
X,1,1,1,0,8.0,4500,0,0,0.0,49999,vivo,256.0,15.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,404.89314829774725
Nex,1,1,1,0,8.0,4500,0,0,0.0,49990,vivo,256.0,66.0,0,0,snapdragon,3,1,50.0,32.0,8,2501.186918245016,368.9066251098843
V,1,1,1,0,12.0,5000,0,0,0.0,49940,vivo,256.0,150.0,0,0,dimensity,3,1,200.0,50.0,8,2990.4086677241958,441.06322532805245
X,1,1,1,0,12.0,4810,0,0,0.0,48990,vivo,256.0,120.0,0,0,dimensity,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,12.0,5100,0,0,0.0,46990,vivo,256.0,100.0,0,0,dimensity,3,1,64.0,32.0,8,3070.439707924583,452.8672135581981
V,0,1,1,0,12.0,5000,0,0,1024.0,45990,vivo,256.0,44.0,0,0,snapdragon,3,1,108.0,50.0,8,2631.8054639353572,393.9828538825385
V,1,1,1,0,12.0,5000,0,0,0.0,45210,vivo,512.0,80.0,0,0,dimensity,3,1,50.0,50.0,8,3070.439707924583,452.8672135581981
V,1,1,1,0,12.0,5000,0,0,0.0,44990,vivo,256.0,100.0,0,0,snapdragon,4,1,50.0,50.0,8,3070.439707924583,451.5352511653799
X,1,1,1,0,8.0,4810,0,0,0.0,44990,vivo,256.0,120.0,0,0,dimensity,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,8.0,4810,0,0,0.0,50999,vivo,256.0,120.0,0,0,dimensity,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,12.0,4500,0,0,0.0,51999,vivo,256.0,55.0,0,0,snapdragon,4,1,50.0,32.0,8,3509.073951913809,517.5625297807978
X,1,1,1,0,8.0,4500,0,0,0.0,54999,vivo,128.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,388.1718973355984
X,1,1,1,0,8.0,4200,0,0,0.0,56990,vivo,128.0,55.0,0,0,snapdragon,4,1,50.0,32.0,8,2609.9379302964276,397.85639181347983
X,1,1,1,0,12.0,5400,0,0,0.0,58990,vivo,256.0,100.0,0,0,dimensity,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,8.0,5000,0,0,0.0,62990,vivo,256.0,200.0,0,0,dimensity,3,1,108.0,32.0,8,3070.439707924583,451.5352511653799
X,1,1,1,0,12.0,5000,0,0,0.0,63999,vivo,256.0,120.0,0,0,dimensity,3,1,64.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,8.0,4200,0,0,0.0,64990,vivo,128.0,55.0,0,0,snapdragon,4,1,50.0,32.0,8,2609.9379302964276,397.85639181347983
X,1,1,1,0,16.0,5000,0,0,0.0,65490,vivo,256.0,120.0,0,0,dimensity,3,1,64.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,12.0,5000,0,0,0.0,69990,vivo,256.0,200.0,0,0,dimensity,3,1,50.3,32.0,8,3070.439707924583,450.2111008687072
X,1,1,1,0,8.0,5000,0,0,0.0,69990,vivo,256.0,80.0,0,0,snapdragon,4,1,50.0,16.0,8,3400.0,485.7142857142857
X,1,1,1,0,12.0,4400,1,1,0.0,71990,vivo,256.0,44.0,0,0,snapdragon,2,1,50.0,32.0,8,2741.678318111007,406.7771985327903
X,1,1,1,0,12.0,4870,0,0,0.0,74899,vivo,256.0,120.0,0,0,dimensity,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,12.0,5500,0,0,0.0,76990,vivo,256.0,80.0,0,0,snapdragon,3,1,200.0,50.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,12.0,5000,0,0,0.0,76990,vivo,256.0,80.0,0,0,snapdragon,4,1,50.0,16.0,8,3400.0,485.7142857142857
X,1,1,1,0,12.0,4700,0,0,0.0,79999,vivo,256.0,80.0,0,0,snapdragon,4,1,50.0,32.0,8,3509.073951913809,517.5625297807978
X,1,1,1,0,12.0,5500,1,1,0.0,80990,vivo,256.0,80.0,0,0,snapdragon,3,2,50.0,32.0,8,3315.177219998955,412.8489688666196
X,1,1,1,0,12.0,5000,1,1,0.0,139990,vivo,256.0,150.0,0,0,snapdragon,3,2,200.0,32.0,8,2887.3267913417767,352.11302333436305
X,1,1,1,0,12.0,4600,1,1,0.0,118990,vivo,512.0,66.0,0,0,snapdragon,4,1,50.0,16.0,8,2887.3267913417767,359.56747090184024
X,1,1,1,0,16.0,5700,1,1,0.0,115990,vivo,512.0,100.0,0,0,snapdragon,3,2,64.0,32.0,8,3315.177219998955,412.8489688666196
X,1,1,1,0,12.0,4730,1,1,0.0,113990,vivo,256.0,80.0,0,0,snapdragon,4,2,50.0,16.0,8,2887.3267913417767,359.56747090184024
X,1,1,1,0,8.0,4700,1,1,0.0,110990,vivo,128.0,80.0,0,0,snapdragon,3,1,48.0,16.0,8,2887.3267913417767,360.0158093942365
X,1,1,1,0,12.0,5000,1,1,0.0,109990,vivo,256.0,67.0,0,0,snapdragon,2,1,200.0,32.0,8,2741.678318111007,403.187987957501
X,1,1,1,0,12.0,4800,1,1,0.0,107990,vivo,256.0,120.0,0,0,snapdragon,3,2,50.0,16.0,8,2887.3267913417767,359.56747090184024
X,1,1,1,0,12.0,4600,1,1,0.0,106990,vivo,256.0,66.0,0,0,snapdragon,4,1,50.0,16.0,8,2887.3267913417767,359.56747090184024
X,1,1,1,0,12.0,5400,0,0,0.0,99990,vivo,256.0,100.0,0,0,snapdragon,3,1,200.0,32.0,8,3509.073951913809,517.5625297807978
X,1,1,1,0,12.0,4870,0,0,0.0,99990,vivo,256.0,200.0,0,0,snapdragon,4,1,200.0,60.0,8,3509.073951913809,514.5269724213796
X,1,1,1,0,12.0,5000,1,1,0.0,99990,vivo,256.0,44.0,0,0,snapdragon,3,1,64.0,32.0,8,2828.619451251794,362.64351939125567
X,1,1,1,0,12.0,4700,0,0,0.0,94999,vivo,256.0,80.0,0,0,snapdragon,4,1,50.3,32.0,8,3509.073951913809,517.5625297807978
X,1,1,1,0,16.0,5400,0,0,0.0,89999,vivo,256.0,100.0,0,0,dimensity,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,12.0,4400,1,1,0.0,89990,vivo,256.0,44.0,0,0,snapdragon,2,1,50.0,32.0,8,2741.678318111007,404.37733305472074
X,1,1,1,0,12.0,5000,0,0,0.0,82990,vivo,512.0,80.0,0,0,snapdragon,4,1,50.0,16.0,8,3400.0,485.7142857142857
X,1,1,1,0,12.0,4500,0,0,0.0,82990,vivo,256.0,120.0,0,0,snapdragon,4,1,50.0,32.0,8,3509.073951913809,517.5625297807978
C,1,1,0,0,2.0,5000,0,0,1024.0,6950,realme,32.0,10.0,1,0,unisoc,1,1,8.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,3.0,5000,0,0,256.0,6950,realme,32.0,33.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,3.0,5000,0,0,1024.0,7199,realme,32.0,33.0,1,0,unisoc,1,1,8.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,3.0,5000,0,0,256.0,7450,realme,32.0,33.0,1,0,unisoc,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,4.0,5000,0,0,1024.0,7480,realme,64.0,33.0,1,0,unisoc,1,1,8.0,5.0,10,1754.5369759569046,269.1007631835743
Narzo,1,1,0,0,2.0,5000,0,0,256.0,7499,realme,32.0,33.0,1,0,unisoc,1,1,8.0,5.0,8,1754.5369759569046,269.92876553183146
Other,1,1,0,0,3.0,5000,0,0,256.0,7499,realme,32.0,33.0,1,0,snapdragon,4,1,12.0,13.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,3.0,6000,0,0,256.0,7790,realme,32.0,33.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,269.1007631835743
Narzo,1,1,0,0,4.0,5000,0,0,2048.0,7815,realme,64.0,33.0,0,0,unisoc,2,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
C,1,1,0,0,4.0,5000,0,0,256.0,7850,realme,64.0,33.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,4.0,5000,0,0,1024.0,7919,realme,64.0,18.0,1,0,unisoc,3,1,50.0,8.0,8,2639.102877873464,399.8640724050703
C,1,1,0,0,4.0,5000,0,0,2048.0,7920,realme,64.0,33.0,0,0,unisoc,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
C,1,1,0,0,3.0,5000,0,0,1024.0,7945,realme,32.0,33.0,1,0,unisoc,2,1,50.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,4.0,5000,0,0,1024.0,7950,realme,64.0,10.0,1,0,unisoc,1,1,8.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,4.0,5000,0,0,256.0,7980,realme,64.0,18.0,1,0,unisoc,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Other,1,1,0,0,4.0,5000,0,0,256.0,9999,realme,64.0,18.0,0,0,helio,3,1,50.0,16.0,8,2642.7531099215453,400.4171378669008
C,1,1,0,0,4.0,6000,0,0,256.0,9999,realme,64.0,18.0,1,0,helio,3,1,13.0,8.0,8,1754.5369759569046,269.92876553183146
Other,1,1,0,0,4.0,5000,0,0,256.0,9999,realme,64.0,33.0,1,0,snapdragon,4,1,12.0,13.0,8,1754.5369759569046,269.92876553183146
C,1,1,0,0,4.0,5000,0,0,2048.0,9990,realme,128.0,45.0,0,0,helio,2,1,50.0,8.0,8,2631.8054639353572,388.1718973355984
Narzo,1,1,0,0,6.0,5000,0,0,1024.0,9990,realme,128.0,33.0,0,0,helio,2,1,64.0,8.0,8,2631.8054639353572,391.6377178475234
C,1,1,0,0,4.0,5000,0,0,256.0,9990,realme,64.0,33.0,1,0,helio,3,1,13.0,8.0,8,1754.5369759569046,266.24233322563043
C,1,1,0,0,4.0,6000,0,0,256.0,9990,realme,64.0,33.0,0,0,helio,3,1,48.0,8.0,8,1754.5369759569046,267.45990487147935
C,1,1,0,0,3.0,6000,0,0,256.0,9990,realme,32.0,18.0,1,0,snapdragon,4,1,13.0,8.0,8,1754.5369759569046,269.1007631835743
Narzo,1,1,0,0,4.0,5100,0,0,512.0,9990,realme,64.0,33.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,261.871190441329
C,1,1,0,0,3.0,6000,0,0,256.0,9893,realme,32.0,18.0,1,0,helio,4,1,13.0,8.0,8,1754.5369759569046,269.1007631835743
C,1,1,0,0,6.0,5000,0,0,2048.0,9820,realme,128.0,18.0,0,0,unisoc,2,1,108.0,8.0,8,2631.8054639353572,390.4755881209729
Other,1,1,0,0,4.0,5000,0,0,1024.0,10299,realme,64.0,33.0,0,0,helio,2,1,50.0,16.0,8,2631.8054639353572,411.2196037398995
Narzo,1,1,0,0,8.0,5000,0,0,2048.0,10390,realme,128.0,33.0,0,0,unisoc,2,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
C,1,1,1,0,4.0,5000,0,0,2048.0,10499,realme,64.0,15.0,0,0,dimensity,1,1,50.0,8.0,8,1758.1854282185368,263.5960162246682
Narzo,1,1,0,0,4.0,6000,0,0,256.0,10499,realme,64.0,18.0,1,0,helio,3,1,48.0,8.0,8,1754.5369759569046,269.92876553183146
Narzo,1,1,1,0,4.0,5000,0,0,2048.0,11999,realme,128.0,45.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,1,0,4.0,5000,0,0,2048.0,11999,realme,128.0,45.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
Narzo,1,1,1,0,6.0,5000,0,0,2048.0,11999,realme,128.0,33.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,0,0,6.0,5000,0,0,256.0,11999,realme,64.0,30.0,0,0,helio,4,1,64.0,16.0,8,2631.8054639353572,404.89314829774725
Narzo,1,1,0,0,4.0,5000,0,0,256.0,11999,realme,64.0,18.0,1,0,helio,3,1,50.0,8.0,8,1754.5369759569046,269.1007631835743
Narzo,1,1,0,0,4.0,4500,0,0,256.0,11999,realme,64.0,18.0,0,0,snapdragon,3,1,50.0,16.0,8,2686.6335812685734,407.0656941316021
Narzo,1,1,0,0,4.0,5000,0,0,256.0,11999,realme,64.0,18.0,1,0,helio,3,1,50.0,8.0,8,1754.5369759569046,269.1007631835743
C,1,1,0,0,8.0,5000,0,0,1024.0,11990,realme,128.0,33.0,0,0,snapdragon,2,1,108.0,0.0,8,2631.8054639353572,391.6377178475234
Q,1,1,1,0,4.0,5000,0,0,1024.0,11990,realme,64.0,33.0,1,0,dimensity,2,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
C,1,1,1,0,4.0,5000,0,0,2048.0,11910,realme,128.0,33.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,0,0,4.0,5000,0,0,256.0,11749,realme,64.0,18.0,0,0,snapdragon,4,1,64.0,16.0,8,1754.5369759569046,269.92876553183146
C,1,1,1,0,4.0,5000,0,0,2048.0,11499,realme,128.0,15.0,0,0,dimensity,1,1,50.0,8.0,8,1758.1854282185368,263.5960162246682
V,1,1,1,0,4.0,5000,0,0,1024.0,11499,realme,128.0,33.0,0,1,dimensity,2,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
Other,1,1,0,0,4.0,5000,0,0,256.0,12251,realme,128.0,30.0,0,1,helio,4,1,64.0,16.0,8,2631.8054639353572,411.2196037398995
Other,1,1,1,0,4.0,5000,0,0,1024.0,12490,realme,64.0,18.0,0,0,dimensity,3,1,50.0,8.0,8,2639.102877873464,399.8640724050703
Other,1,1,1,0,4.0,5000,0,0,1024.0,12490,realme,64.0,18.0,0,0,dimensity,3,1,48.0,16.0,8,2631.8054639353572,404.89314829774725
Narzo,1,1,1,0,8.0,5000,0,0,1024.0,14999,realme,128.0,33.0,0,0,dimensity,2,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
Other,1,1,1,0,8.0,5000,0,0,2048.0,14999,realme,128.0,45.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
C,1,1,1,0,6.0,5000,0,0,2048.0,14999,realme,128.0,44.0,0,0,dimensity,2,1,108.0,8.0,8,2631.8054639353572,388.1718973355984
V,1,1,1,0,6.0,5000,0,0,512.0,14999,realme,128.0,10.0,0,0,dimensity,2,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
Other,1,1,0,0,6.0,4300,0,0,0.0,14999,realme,64.0,30.0,0,0,helio,4,1,48.0,16.0,8,2631.8054639353572,404.89314829774725
Narzo,1,1,1,0,6.0,5000,0,0,2048.0,14990,realme,128.0,65.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,391.6377178475234
Other,1,1,0,0,8.0,5000,0,0,1024.0,14990,realme,128.0,67.0,0,0,helio,2,1,108.0,16.0,8,2631.8054639353572,411.2196037398995
Q,1,1,1,0,6.0,5000,0,0,1024.0,14990,realme,128.0,60.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,400.4171378669008
Other,1,1,1,0,6.0,5000,0,0,2048.0,14844,realme,128.0,33.0,0,0,dimensity,2,1,64.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,1,0,8.0,5000,0,0,1024.0,14499,realme,128.0,33.0,0,0,dimensity,3,1,50.0,8.0,8,2639.102877873464,399.8640724050703
C,1,1,0,0,8.0,5000,0,0,1024.0,13999,realme,128.0,33.0,0,0,helio,2,1,64.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,0,0,8.0,5000,0,0,256.0,13999,realme,128.0,33.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,411.2196037398995
Xt,1,1,0,0,4.0,4000,0,0,256.0,15299,realme,64.0,20.0,1,0,snapdragon,4,1,64.0,16.0,8,2577.2077913897438,402.68871740464743
Narzo,1,1,1,0,6.0,5000,0,0,1024.0,15329,realme,128.0,45.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,8.0,5000,0,0,2048.0,15749,realme,128.0,33.0,0,0,dimensity,2,1,64.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,0,0,8.0,5000,0,0,256.0,15990,realme,128.0,30.0,0,1,helio,4,1,64.0,16.0,8,2631.8054639353572,411.2196037398995
V,1,1,1,1,6.0,5000,0,0,1024.0,15990,realme,128.0,33.0,0,0,dimensity,2,1,13.0,8.0,8,2631.8054639353572,391.6377178475234
Other,1,1,1,0,6.0,5000,0,0,1024.0,19999,realme,128.0,33.0,0,0,snapdragon,2,1,108.0,16.0,8,2631.8054639353572,391.6377178475234
Other,1,1,0,0,6.0,4500,0,0,256.0,19999,realme,128.0,65.0,0,1,snapdragon,4,1,64.0,32.0,8,2631.8054639353572,411.2196037398995
Other,1,1,1,0,6.0,4500,0,0,1024.0,19999,realme,128.0,33.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,400.4171378669008
Gt,1,1,1,1,8.0,5500,0,0,0.0,19990,realme,256.0,100.0,0,0,snapdragon,2,1,50.0,32.0,8,3053.8657468854126,450.42267653177174
Note,1,1,1,0,8.0,5000,0,0,0.0,19990,realme,256.0,67.0,0,0,dimensity,3,1,108.0,16.0,8,2642.7531099215453,396.2148590587024
Note,1,1,1,0,8.0,5000,0,0,1024.0,19990,realme,128.0,33.0,0,0,dimensity,2,1,64.0,16.0,8,2631.8054639353572,387.03021528461136
Other,1,1,1,0,8.0,5000,0,0,256.0,19990,realme,128.0,33.0,0,0,snapdragon,3,1,64.0,16.0,8,2642.7531099215453,400.4171378669008
Narzo,1,1,1,0,8.0,5000,0,0,2048.0,19783,realme,256.0,67.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Gt,1,1,1,0,8.0,5000,0,0,0.0,18999,realme,128.0,80.0,0,0,dimensity,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,0,0,8.0,4500,0,0,256.0,18999,realme,128.0,50.0,0,1,snapdragon,4,1,108.0,16.0,8,2631.8054639353572,411.2196037398995
Narzo,1,1,1,0,8.0,5000,0,0,1024.0,18990,realme,128.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,8.0,4500,0,0,1024.0,20499,realme,128.0,57.0,0,0,dimensity,3,1,64.0,16.0,8,2686.6335812685734,405.8358884091501
Other,1,1,1,0,6.0,5000,0,0,1024.0,20500,realme,128.0,30.0,0,0,snapdragon,3,1,48.0,16.0,8,2642.7531099215453,400.4171378669008
Other,1,1,1,0,8.0,5000,0,0,2048.0,20599,realme,256.0,67.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,0,0,8.0,4200,0,0,0.0,30049,realme,256.0,30.0,0,0,snapdragon,4,2,64.0,32.0,8,2631.8054639353572,400.5792182550011
Gt,1,1,1,1,8.0,5000,0,0,0.0,29999,realme,128.0,100.0,0,0,snapdragon,3,1,50.0,32.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,1,8.0,5000,0,0,0.0,29999,realme,128.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,391.0557895892061
X,1,1,1,0,8.0,4500,0,0,0.0,29999,realme,128.0,65.0,0,0,dimensity,4,1,64.0,32.0,8,2631.8054639353572,401.8023609061614
Other,1,1,1,0,12.0,5000,0,0,0.0,29996,realme,256.0,100.0,0,0,dimensity,3,1,200.0,32.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,8.0,5000,0,0,0.0,29990,realme,128.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,2642.7531099215453,392.09986794088206
Gt,1,1,1,1,8.0,5500,0,0,0.0,29990,realme,256.0,120.0,0,0,snapdragon,3,1,64.0,32.0,8,3053.8657468854126,449.09790395373716
Gt,1,1,1,1,8.0,5500,0,0,0.0,29990,realme,128.0,100.0,0,0,snapdragon,3,1,64.0,16.0,8,3036.706110245112,450.549867988889
Other,1,1,1,0,12.0,5000,0,0,0.0,29990,realme,512.0,67.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
X,1,1,1,0,8.0,5000,0,0,0.0,29990,realme,128.0,67.0,0,0,dimensity,4,1,108.0,32.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,6.0,5000,0,0,0.0,29990,realme,128.0,15.0,0,0,dimensity,4,1,64.0,32.0,8,2631.8054639353572,401.8023609061614
Other,1,1,1,0,8.0,5000,0,0,0.0,28979,realme,256.0,67.0,0,0,snapdragon,3,1,64.0,32.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,8.0,5000,0,0,0.0,28339,realme,256.0,100.0,0,0,dimensity,3,1,200.0,32.0,8,2642.7531099215453,394.44076267485747
Gt,1,1,1,1,8.0,5000,0,0,0.0,30999,realme,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,0,12.0,5000,0,0,0.0,30999,realme,256.0,65.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,397.5536954585132
Other,1,1,1,0,12.0,5000,0,0,0.0,31089,realme,256.0,67.0,0,0,snapdragon,3,1,64.0,32.0,8,2642.7531099215453,394.44076267485747
Gt,1,1,1,1,16.0,4600,0,0,0.0,39999,realme,256.0,240.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,1,8.0,5200,0,0,0.0,39999,realme,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Flash,1,1,1,0,12.0,5000,0,0,0.0,39999,realme,256.0,65.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
X,1,1,1,0,8.0,4200,0,0,0.0,39999,realme,128.0,65.0,0,0,snapdragon,4,2,64.0,32.0,8,2631.8054639353572,400.5792182550011
Race,1,1,1,0,8.0,5000,0,0,0.0,38999,realme,128.0,125.0,0,1,snapdragon,3,1,64.0,32.0,8,3509.073951913809,516.0402870461485
Gt,1,1,1,0,12.0,5400,0,0,0.0,38990,realme,256.0,100.0,0,0,snapdragon,3,1,50.0,32.0,8,3053.8657468854126,450.42267653177174
Gt,1,1,1,0,8.0,5000,0,0,0.0,36999,realme,128.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Gt,1,1,1,0,8.0,5000,0,0,0.0,36990,realme,128.0,65.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,392.8067856619936
Gt,1,1,1,1,12.0,5000,0,0,0.0,35999,realme,512.0,100.0,0,0,snapdragon,3,1,50.0,32.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,0,8.0,5000,0,0,0.0,34999,realme,128.0,65.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,397.5536954585132
X,1,1,0,0,12.0,4200,0,0,0.0,34999,realme,256.0,30.0,0,0,snapdragon,4,2,64.0,32.0,8,2631.8054639353572,400.5792182550011
Other,1,1,1,0,8.0,5000,0,0,0.0,34990,realme,256.0,80.0,0,0,snapdragon,3,1,200.0,32.0,8,2642.7531099215453,392.09986794088206
Gt,1,1,1,0,8.0,5000,0,0,0.0,34990,realme,128.0,15.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,397.5536954585132
Other,1,1,1,0,8.0,5000,0,0,0.0,33999,realme,256.0,67.0,0,0,snapdragon,3,1,200.0,32.0,8,2642.7531099215453,392.6824829006753
Gt,1,1,1,0,8.0,5000,0,0,0.0,33999,realme,256.0,80.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,397.5536954585132
Gt,1,1,1,1,12.0,5000,0,0,0.0,33999,realme,256.0,100.0,0,0,snapdragon,3,1,50.0,32.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,1,12.0,5240,0,0,0.0,33990,realme,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,0,8.0,5000,0,0,0.0,40990,realme,128.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Gt,1,1,1,1,24.0,4600,0,0,0.0,42990,realme,1024.0,240.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,0,8.0,4600,0,0,0.0,44990,realme,128.0,240.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Gt,1,1,1,0,8.0,4500,0,0,0.0,44999,realme,258.0,65.0,0,0,snapdragon,3,1,50.0,32.0,8,2686.6335812685734,400.9900867565035
Gt,1,1,1,1,12.0,5500,0,0,0.0,49990,realme,256.0,150.0,0,0,snapdragon,3,1,50.0,32.0,8,3036.706110245112,447.89175667332034
Gt,1,1,1,0,12.0,5500,0,0,0.0,49990,realme,512.0,120.0,0,0,snapdragon,3,1,50.0,50.0,8,4250.517145007181,626.9199328919146
Gt,1,1,1,1,8.0,5050,0,0,0.0,49990,realme,256.0,150.0,0,0,snapdragon,3,1,50.0,50.0,8,3036.706110245112,447.89175667332034
Gt,1,1,1,0,8.0,5000,0,0,0.0,49990,realme,128.0,65.0,0,0,snapdragon,3,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Gt,1,1,1,1,8.0,5200,0,0,0.0,49999,realme,256.0,150.0,0,0,snapdragon,3,1,108.0,16.0,8,3036.706110245112,450.549867988889
A,1,1,1,0,6.0,5000,0,0,1024.0,14990,oppo,128.0,67.0,1,0,dimensity,3,1,13.0,8.0,8,1754.5369759569046,269.92876553183146
A,1,1,1,0,4.0,5000,0,0,1024.0,13999,oppo,128.0,33.0,0,0,dimensity,2,1,13.0,8.0,8,1765.4869016789673,269.1291008656963
A,1,1,1,0,8.0,5000,0,0,1024.0,13999,oppo,128.0,33.0,0,0,dimensity,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
A,1,1,0,0,8.0,5000,0,0,1024.0,13999,oppo,128.0,67.0,0,0,snapdragon,2,1,50.0,8.0,8,2631.8054639353572,409.3010052776606
A,1,1,0,0,8.0,5000,0,0,1024.0,13999,oppo,128.0,33.0,0,0,snapdragon,2,1,50.0,8.0,8,1754.5369759569046,267.45990487147935
A,1,1,1,0,6.0,5000,0,0,1024.0,15499,oppo,128.0,33.0,0,0,dimensity,2,1,13.0,8.0,8,1765.4869016789673,269.1291008656963
A,1,1,1,0,4.0,5000,0,0,1024.0,15990,oppo,256.0,44.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Reno,1,1,0,0,8.0,5000,0,0,1024.0,19999,oppo,256.0,33.0,0,0,helio,3,1,100.0,32.0,8,2631.8054639353572,409.3010052776606
A,1,1,1,0,12.0,5000,0,0,1024.0,19999,oppo,256.0,33.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
F,1,1,0,0,8.0,4500,0,0,512.0,19990,oppo,128.0,33.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,409.3010052776606
F,1,1,1,0,8.0,5000,0,0,256.0,19990,oppo,128.0,67.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,391.6377178475234
